1020,2026-07-10 16:45:00,Frappuccino Caramel,Bebidas Frías,2,11.00,Tarjeta de Débito
1021,2026-07-11 08:10:05,Té Verde,Bebidas Calientes,1,3.20,Efectivo
1022,2026-07-11 12:40:19,Croissant de Mantequilla,Repostería,2,5.60,Tarjeta de Crédito
1023,2026-07-11 14:00:50,Toast de Aguacate,Comida,1,5.80,Transferencia
1024,2026-07-12 09:15:12,Iced Coffee,Bebidas Frías,1,4.50,Tarjeta de Crédito
1025,2026-07-12 11:20:45,Latte,Bebidas Calientes,1,4.80,Efectivo
1026,2026-07-12 17:10:00,Tarta de Queso,Repostería,1,4.50,Tarjeta de Crédito
1027,2026-07-13 07:45:30,Café Americano,Bebidas Calientes,1,3.50,Efectivo
1028,2026-07-13 10:30:15,Panini Jamón y Queso,Comida,1,6.00,Tarjeta de Débito
1029,2026-07-13 13:50:22,Smoothie de Mango,Bebidas Frías,2,10.00,Tarjeta de Crédito
1030,2026-07-14 08:50:10,Espresso Double,Bebidas Calientes,1,3.80,Transferencia
1031,2026-07-14 11:15:00,Brownie de Chocolate,Repostería,2,6.40,Efectivo
1032,2026-07-14 16:20:44,Limonada Menta,Bebidas Frías,1,3.80,Tarjeta de Crédito
1033,2026-07-15 09:05:33,Capuchino,Bebidas Calientes,2,9.00,Tarjeta de Crédito
1034,2026-07-15 12:10:18,Sandwich de Pavo,Comida,1,6.50,Efectivo
1035,2026-07-15 18:00:00,Muffin de Arándanos,Repostería,1,3.00,Tarjeta de Débito
1036,2026-07-16 08:30:25,Frappuccino Caramel,Bebidas Frías,1,5.50,Tarjeta de Crédito
1037,2026-07-16 10:00:12,Croissant de Mantequilla,Repostería,1,2.80,Efectivo
1038,2026-07-16 14:45:50,Latte,Bebidas Calientes,1,4.80,Transferencia
1039,2026-07-17 07:50:00,Café Americano,Bebidas Calientes,1,3.50,Efectivo
1040,2026-07-17 11:40:11,Toast de Aguacate,Comida,2,11.60,Tarjeta de Crédito
1041,2026-07-17 15:30:40,Iced Coffee,Bebidas Frías,1,4.50,Tarjeta de Débito
1042,2026-07-18 09:25:15,Té Verde,Bebidas Calientes,1,3.20,Efectivo
1043,2026-07-18 13:10:20,Panini Jamón y Queso,Comida,1,6.00,Tarjeta de Crédito
1044,2026-07-18 17:05:30,Tarta de Queso,Repostería,2,9.00,Efectivo
1045,2026-07-19 08:40:12,Capuchino,Bebidas Calientes,1,4.50,Tarjeta de Crédito
1046,2026-07-19 10:15:45,Smoothie de Mango,Bebidas Frías,1,5.00,Transferencia
1047,2026-07-19 14:00:00,Brownie de Chocolate,Repostería,1,3.20,Efectivo
1048,2026-07-20 07:20:10,Espresso Double,Bebidas Calientes,2,7.60,Tarjeta de Crédito
1049,2026-07-20 11:00:35,Sandwich de Pavo,Comida,1,6.50,Tarjeta de Débito
1050,2026-07-20 16:15:22,Limonada Menta,Bebidas Frías,2,7.60,Efectivo
1051,2026-07-21 08:55:00,Latte,Bebidas Calientes,1,4.80,Tarjeta de Crédito
1052,2026-07-21 10:40:18,Muffin de Arándanos,Repostería,1,3.00,Efectivo
1053,2026-07-21 13:25:30,Frappuccino Caramel,Bebidas Frías,1,5.50,Transferencia
1054,2026-07-22 09:10:05,Café Americano,Bebidas Calientes,2,7.00,Tarjeta de Crédito
1055,2026-07-22 12:30:40,Toast de Aguacate,Comida,1,5.80,Efectivo
1056,2026-07-22 17:45:12,Croissant de Mantequilla,Repostería,1,2.80,Tarjeta de Débito
1057,2026-07-23 08:05:22,Iced Coffee,Bebidas Frías,1,4.50,Tarjeta de Crédito
1058,2026-07-23 10:50:15,Capuchino,Bebidas Calientes,1,4.50,Efectivo
1059,2026-07-23 15:10:00,Panini Jamón y Queso,Comida,1,6.00,Tarjeta de Crédito
1060,2026-07-24 07:35:40,Espresso Double,Bebidas Calientes,1,3.80,Efectivo
1061,2026-07-24 11:25:10,Tarta de Queso,Repostería,1,4.50,Transferencia
1062,2026-07-24 14:40:25,Smoothie de Mango,Bebidas Frías,1,5.00,Tarjeta de Débito
1063,2026-07-25 09:00:00,Té Verde,Bebidas Calientes,2,6.40,Tarjeta de Crédito
1064,2026-07-25 12:15:30,Sandwich de Pavo,Comida,1,6.50,Efectivo
1065,2026-07-25 16:50:18,Brownie de Chocolate,Repostería,1,3.20,Tarjeta de Crédito
1066,2026-07-26 08:20:45,Latte,Bebidas Calientes,1,4.80,Efectivo
1067,2026-07-26 10:05:12,Limonada Menta,Bebidas Frías,1,3.80,Tarjeta de Crédito
1068,2026-07-26 13:40:00,Muffin de Arándanos,Repostería,2,6.00,Transferencia
1069,2026-07-27 07:55:20,Café Americano,Bebidas Calientes,1,3.50,Tarjeta de Débito
1070,2026-07-27 11:10:35,Frappuccino Caramel,Bebidas Frías,1,5.50,Tarjeta de Crédito
1071,2026-07-27 15:20:10,Toast de Aguacate,Comida,1,5.80,Efectivo
1072,2026-07-28 08:45:30,Capuchino,Bebidas Calientes,1,4.50,Tarjeta de Crédito
1073,2026-07-28 10:30:15,Croissant de Mantequilla,Repostería,2,5.60,Efectivo
1074,2026-07-28 14:15:00,Panini Jamón y Queso,Comida,1,6.00,Tarjeta de Crédito
1075,2026-07-29 09:10:22,Iced Coffee,Bebidas Frías,2,9.00,Efectivo
1076,2026-07-29 12:00:40,Sandwich de Pavo,Comida,1,6.50,Transferencia
1077,2026-07-29 16:35:10,Tarta de Queso,Repostería,1,4.50,Tarjeta de Débito
1078,2026-07-30 08:15:00,Espresso Double,Bebidas Calientes,1,3.80,Tarjeta de Crédito
1079,2026-07-30 11:45:25,Smoothie de Mango,Bebidas Frías,1,5.00,Efectivo
1080,2026-07-30 15:00:18,Brownie de Chocolate,Repostería,1,3.20,Tarjeta de Crédito
1081,2026-07-31 07:40:12,Té Verde,Bebidas Calientes,1,3.20,Efectivo
1082,2026-07-31 10:20:30,Limonada Menta,Bebidas Frías,2,7.60,Tarjeta de Crédito
1083,2026-07-31 13:50:45,Toast de Aguacate,Comida,1,5.80,Tarjeta de Débito
1084,2026-08-01 08:30:00,Café Americano,Bebidas Calientes,1,3.50,Tarjeta de Crédito
1085,2026-08-01 09:45:15,Capuchino,Bebidas Calientes,1,4.50,Efectivo
1086,2026-08-01 11:20:30,Muffin de Arándanos,Repostería,1,3.00,Efectivo
1087,2026-08-01 13:00:10,Sandwich de Pavo,Comida,1,6.50,Transferencia
1088,2026-08-01 15:40:22,Frappuccino Caramel,Bebidas Frías,2,11.00,Tarjeta de Crédito
1089,2026-08-02 08:10:00,Latte,Bebidas Calientes,1,4.80,Efectivo
1090,2026-08-02 10:25:40,Croissant de Mantequilla,Repostería,1,2.80,Tarjeta de Débito
1091,2026-08-02 12:45:15,Panini Jamón y Queso,Comida,1,6.00,Tarjeta de Crédito
1092,2026-08-02 16:10:30,Iced Coffee,Bebidas Frías,1,4.50,Efectivo
1093,2026-08-03 07:50:12,Espresso Double,Bebidas Calientes,1,3.80,Tarjeta de Crédito
1094,2026-08-03 09:15:00,Capuchino,Bebidas Calientes,2,9.00,Transferencia
1095,2026-08-03 11:00:25,Tarta de Queso,Repostería,1,4.50,Efectivo
1096,2026-08-03 13:30:10,Smoothie de Mango,Bebidas Frías,1,5.00,Tarjeta de Crédito
1097,2026-08-03 14:45:00,Toast de Aguacate,Comida,1,5.80,Tarjeta de Débito
1098,2026-08-03 16:00:20,Limonada Menta,Bebidas Frías,1,3.80,Efectivo
1099,2026-08-03 17:15:40,Brownie de Chocolate,Repostería,2,6.40,Tarjeta de Crédito
1100,2026-08-03 18:00:00,Café Americano,Bebidas Calientes,1,3.50,Efectivo
4392,2026-08-04 06:35:24,"Sandwich jamon con queso","Comida",3,10.00,"Transferencia"
